id;V25_R;V10;V40;V55;V11;V26_R;V41;V56_R;V12_R;V27;V42_R;V57;V4;V19;V49;V34;V5;V50;V20;V35;V6;V36;V21;V51;V13_R;V28_R;V43_R;V58_R;V14_R;V29_R;V44_R;V59_R;V30_R;V45_R;V60_R;V15_R;V8;V23;V38_R;V53;V9_R;V24;V39_R;V54_R;V7;V22;V37_R;V52_R;V2;V17;V32_R;V47;V3;V18_R;V33;V48;V1;V46_R;V31_R;V16
220;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;4;3;3;4;3;4;3;4;3;3;3;2;3;3;2;3;3;2;3;2;3;2;3;3;3;3;2;3;2;3;3;3;1;3;3
221;4;4;3;4;4;1;2;4;4;4;3;2;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;3;4;3;4;4;4;3;3;3;4;4;4;4;4
222;3;3;3;3;3;2;3;2;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;2;2;3;2;2;2;2;2;1;2;4;3;3;3;3;2;2;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;2;2;3
223;3;3;2;3;4;2;2;4;3;4;3;3;3;3;3;4;3;4;3;3;3;3;4;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;3;3;3;4;3;3;3;3;3;3;3
224;4;4;3;4;4;3;3;4;4;3;3;3;3;3;2;3;3;3;3;2;4;3;4;3;2;2;2;2;2;2;4;2;3;3;3;3;2;3;2;3;1;4;1;2;2;2;1;2;1;1;2;3;2;3;2;2;3;2;2;3
225;4;3;2;3;3;2;3;4;3;3;2;1;2;3;3;3;3;3;3;2;3;3;4;3;3;3;2;3;3;3;4;4;3;3;4;3;4;3;2;3;2;3;4;4;3;3;4;4;3;2;3;3;3;3;2;3;2;4;3;2
226;3;3;3;3;3;3;3;4;4;3;2;3;4;3;2;3;2;3;3;3;3;2;3;4;4;4;2;3;4;4;4;4;4;4;3;4;2;4;2;3;2;3;2;2;2;2;2;1;2;2;2;2;2;3;2;3;2;2;3;3
227;4;4;1;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4
228;3;3;2;3;3;3;3;3;3;4;3;2;2;3;3;4;3;3;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;3;2
229;3;3;3;3;4;3;3;3;2;3;2;2;3;4;3;4;3;4;3;3;2;3;3;3;3;3;2;3;3;2;4;3;3;2;3;3;2;3;3;3;3;3;1;2;2;1;2;2;1;1;1;1;2;1;2;3;4;3;2;3
230;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;2;3;2;3;3;3;3;3;3;2;3;2;3;2;3;3;3;3;2;3;2;3
231;3;4;4;4;4;3;3;4;4;4;4;3;4;4;4;4;4;4;3;3;4;2;4;4;1;3;2;2;2;4;4;4;3;4;4;4;2;3;2;3;2;3;1;1;1;2;1;3;3;3;3;3;4;3;4;4;4;1;4;4
232;4;3;2;3;3;2;3;3;3;3;3;3;2;4;3;2;3;4;3;3;2;3;3;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;3;2;3;3;3;2;3;4;2;3;2;4
233;4;4;2;4;4;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;2;4;3;3;3;3;3;4;3;4;4;2;3;3;3;4;3;3;3;3;3;4;4;3;4;4;4;1;1;2;2;3;2;3;3;2;3;3;2
234;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;2;3;3;3;2;3;3;3;2;2;3
235;4;3;2;2;4;4;2;4;4;4;2;2;4;3;4;4;4;4;4;4;3;3;4;4;4;4;3;4;3;4;4;4;4;3;4;4;3;2;2;4;4;3;4;4;3;3;3;4;3;2;4;2;4;3;2;4;3;3;3;4
236;4;3;2;4;4;4;2;3;3;3;2;3;3;4;2;2;3;4;3;3;4;2;3;4;3;3;3;3;3;3;4;3;3;1;3;3;4;2;2;2;3;3;3;2;4;3;1;3;4;2;4;2;3;3;3;2;3;2;3;3
237;3;3;3;3;3;3;3;3;3;4;3;2;3;3;3;4;3;3;4;3;4;3;4;3;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;3;3;2;3;2;3;4;3;3;3
238;4;4;1;3;3;3;3;3;3;4;3;3;4;3;3;2;4;4;4;4;3;4;4;4;4;3;3;4;4;4;4;4;2;2;2;2;4;4;3;3;3;4;4;3;4;4;4;4;3;1;3;1;4;2;4;4;4;4;4;3
239;4;4;2;4;4;2;2;3;4;4;3;3;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;2;3;3;4;2;4;3;3;3;3;3
240;4;4;2;3;4;3;3;4;3;4;3;3;4;3;3;3;4;4;3;3;4;3;4;4;4;4;3;4;4;3;4;4;4;3;4;3;4;3;3;3;3;3;4;4;3;3;3;2;3;2;4;3;3;3;3;3;4;3;2;3
241;2;3;2;2;3;1;3;4;3;3;3;2;2;2;3;3;3;4;3;3;4;4;3;4;2;2;2;2;3;1;4;2;2;2;2;1;3;3;2;3;1;2;3;2;4;3;2;3;1;3;3;3;3;2;4;3;2;3;4;2
242;3;3;2;3;4;2;3;3;2;4;4;3;4;3;3;3;3;4;2;3;4;4;3;3;3;3;1;3;4;3;4;3;3;1;4;3;4;4;2;3;3;3;3;3;3;3;3;1;3;1;2;2;4;2;3;4;1;1;3;2
243;2;4;2;4;4;3;3;3;4;4;4;3;4;4;3;4;4;4;4;4;4;3;4;4;2;3;4;3;3;3;4;4;3;3;3;2;4;3;3;3;2;4;2;3;4;4;2;3;3;4;4;4;3;2;3;4;4;2;3;4
244;3;3;2;3;3;3;2;3;3;4;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3
245;3;3;2;3;3;3;2;4;3;3;3;2;3;3;3;4;3;4;3;3;3;3;4;4;2;3;2;2;4;3;4;4;2;4;3;3;4;3;1;4;2;4;3;3;3;3;3;3;2;3;2;3;3;3;2;3;4;3;2;4
246;3;3;2;3;3;3;3;3;3;3;3;3;2;2;3;4;3;3;3;3;3;3;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3
247;4;3;3;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;3;3;3;4;3;3;2;3;2;4;3;3;4;4;3;4;2;3;3;4;2;3;2;3;4;4;4;4;4;4;3;2;4;2;3;2;3;3;3;2;3;3
248;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;4;3;4;3;3;4;3;4;4;1;2;1;3;2;3;4;4;4;3;3;4;2;4;3;3;3;4;2;1;4;4;1;4;3;3;4;4;3;4;4;3;3;1;2;3
249;4;4;3;4;4;4;4;4;1;4;4;4;4;3;2;4;3;4;4;3;4;4;4;3;3;4;3;4;4;4;4;4;4;3;3;4;4;4;3;4;3;3;3;4;4;4;4;1;1;2;2;3;3;2;2;3;3;2;2;3
250;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;4;3;2;3;3;3;3;2;2;3;2;3;2;4;3;3;3;4;3;2;2;3;3;1;3;2;3;2;3;2;2;2;2;2;2;2;2;3;3;3;2;2;3
251;4;4;4;4;4;1;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;3;1;2;1;3;4;2;2;2;2;1;1;3;1;3;2;3;4;2;3;4;4;2;4
252;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;2;3;3;3;3;3;2;2;3;3;4;2;3;3;4;2;3;4
253;2;4;2;4;4;1;3;3;3;4;3;3;3;2;3;4;4;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;2;4;2;4;4;4;4;4;3;4;4;4;4;4;4;4;3;2;2;2;4;1;4;4;2;1;3;2
254;4;3;2;3;4;3;3;4;3;4;3;2;3;3;3;4;4;3;3;2;4;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;4;2;3;2;3;3;4;3;4;3;3;4;3;3;2;3;3;3;3;3;2;2;3
255;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
256;4;3;2;3;4;3;2;4;3;4;4;4;4;4;3;4;4;3;4;4;4;3;4;4;4;4;3;4;4;3;4;4;3;4;4;2;4;3;2;3;3;3;2;3;4;4;3;4;3;2;2;3;4;3;4;4;3;3;3;4
257;2;4;2;3;4;3;4;3;3;4;4;4;4;3;4;4;4;3;3;3;4;3;4;3;2;3;3;3;3;3;4;4;2;3;3;2;4;4;4;3;2;4;4;3;4;4;3;4;4;3;3;2;3;2;3;3;3;2;3;2
258;3;3;3;4;4;3;3;2;2;3;3;3;2;3;3;4;3;2;4;3;3;3;3;3;2;2;2;2;3;3;4;3;3;3;3;2;3;3;2;3;2;3;2;3;2;3;3;3;4;2;2;4;3;3;3;3;3;1;3;3
259;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;3;4;3;3;4;3;4;4;4;3;3;4;3;2;3;2;2;4;2;2;2;2;2;3;2;3;3;3;3;3;2;2;4;3;2;4
260;3;3;2;3;3;3;3;3;3;4;1;2;3;3;3;4;3;4;2;2;3;3;3;3;1;2;3;3;2;2;4;3;3;2;3;3;3;4;2;3;2;3;2;2;3;2;2;2;4;3;4;2;4;2;4;3;3;3;4;3
261;3;3;3;3;3;3;3;4;3;4;3;3;3;3;2;4;3;3;2;3;2;3;4;4;3;3;3;2;3;3;3;3;3;2;2;3;3;3;2;3;1;3;2;1;3;3;1;2;4;4;3;2;3;3;4;3;3;2;4;2
262;1;4;3;4;3;2;3;3;2;3;2;2;3;3;2;3;3;3;4;3;3;3;4;3;1;2;2;2;3;3;3;3;1;2;2;2;4;4;3;3;2;3;2;2;3;3;1;3;3;3;3;3;3;3;3;3;3;2;2;2
263;4;4;2;3;3;4;4;3;3;3;3;4;4;3;3;3;4;4;3;4;4;4;3;4;3;4;3;4;4;3;4;4;3;3;3;4;4;4;4;3;2;4;3;3;3;2;3;3;3;2;3;1;3;2;2;3;4;2;2;3
264;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;3;2;2;3;3;2;3;2;3;3;3;3;3;2;3;3
265;4;4;2;2;4;4;2;3;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;3;4;4;4;4;4;3;3;2;4;3;4;4;4;1;3;4
266;3;4;3;4;4;1;4;2;2;3;3;2;3;4;3;4;3;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;2;3;3;2;4;4;4;3;3;3;2;3;3;3;2;2;4;4;3;2;3;2;2;4;3;2;2;3
267;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;3;2;3;2;3;2;3;3;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3
268;4;4;3;3;4;2;3;3;4;4;3;2;3;3;4;4;3;4;3;3;3;3;4;4;2;3;3;3;3;3;4;4;2;3;3;3;4;4;3;4;1;3;3;4;4;4;3;2;2;3;3;4;3;4;4;4;4;2;3;4
269;4;4;3;4;4;3;4;4;3;4;2;3;4;3;3;2;4;4;3;4;4;4;4;4;3;3;3;3;4;3;4;4;3;3;3;2;4;4;2;4;3;4;3;4;4;4;2;4;4;2;4;4;3;3;3;4;3;3;3;4
270;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;4;2;3;2;3;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;2;2;3;2;3;3;2;4;2;2;2;3;3;3;3;2;2;4;2;3;3;2;2;2
271;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;2;3;3;2;3;3
272;2;4;2;2;4;2;3;2;2;4;2;3;2;4;4;3;4;4;3;4;4;3;4;4;1;3;1;2;3;3;4;4;2;2;2;1;4;3;3;4;3;4;2;2;3;4;3;4;4;3;3;2;4;3;4;4;3;2;3;3
273;4;4;3;4;4;3;3;3;2;4;3;3;4;4;3;4;4;4;3;3;4;4;4;4;1;4;3;3;4;3;4;4;3;3;3;2;4;3;2;3;3;3;2;3;4;3;2;2;3;3;2;3;3;4;3;3;4;1;3;4
274;3;3;2;3;3;2;2;3;3;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3
275;3;3;2;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;2;3;3;2;3;3;2;3;3;3;3;2;4;3;3;2;3;3;3;2;2;3;2;3;2;3;2;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2
276;4;3;2;3;3;3;3;2;3;3;3;2;3;3;2;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;4;2;4;3;3;3;3;4;4;3;2;4;2;4;2;4;3;3;4;4;2
277;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;3;4;3;3;3;3;3;3;4;4;3;3;3;3;3;4;3;3;3;4;3;3;2;2;2;2;3;2;2;4;2;3;3;3;2;2;3;3;2;4;3;3;2;3;4
278;3;3;2;3;4;3;3;3;3;4;3;2;2;3;2;3;3;3;3;2;3;3;3;2;3;4;3;3;4;4;4;4;4;3;3;3;4;3;3;3;4;3;2;3;3;3;3;3;3;3;4;2;3;3;3;3;2;3;3;3
279;3;3;2;2;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;4;3;3;2;3;3;2;3;3;2;2;2;2;3;3;2;3;2;3;1;2;3;2;2;3;3;3;3;4;3;2;3;3;3;2;2;3
280;2;4;3;3;4;3;3;3;4;3;3;2;4;3;3;3;3;3;3;2;4;3;3;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;2;3;2;3;2;2;3;2;2;2;2;2;3;3;2;2;3;2;3;2;3;2
281;3;3;3;3;4;3;3;3;3;4;4;2;3;3;4;4;4;4;3;3;4;4;4;3;3;3;4;3;4;3;4;4;3;2;3;3;4;3;2;3;2;3;3;4;4;4;4;4;3;3;3;3;2;3;3;3;3;3;3;3
282;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;2;4;3;3;3;2;2;3;2;2;3;3;3;3;2;2;2;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;3;2;3;3;2;2;2;3;2
283;3;3;3;3;4;2;3;2;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;2;3;3;3;3;2;2;2;3;3;2;3;3;2;3;4;1;3;3;3;3;3;3;3;2;2;3
284;3;3;3;3;3;3;3;3;3;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;2;3;2;3;4;3;2;3
285;2;3;2;3;3;2;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;2;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;2;3;2;3;2;3;3;3;3;3;3
286;3;3;3;4;3;3;3;4;3;4;3;2;3;3;3;4;3;4;3;4;3;3;4;4;3;3;3;4;4;3;4;4;3;4;3;4;4;3;2;3;2;3;2;3;3;3;2;2;3;2;4;2;4;2;3;3;3;1;3;3
287;3;3;3;2;4;3;3;4;3;4;2;2;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;3;4;3;3;3;1;3;1;3;2;2;3;3;2;2;3;1;3;3;3;3;3;3;1;3;3;2
288;3;4;3;4;3;3;4;3;3;3;3;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;2;3;4;2;3;2;4;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;1;3;3
289;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;2;3;3;3;4;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;4;3;2;3;3;3;2;3;3;3;3;3;3
290;4;4;2;4;3;2;3;3;4;4;3;3;3;3;2;4;3;4;3;3;3;4;4;4;3;3;3;4;4;3;3;4;4;3;4;3;4;4;4;3;3;4;4;2;4;4;3;3;4;2;3;4;3;3;4;3;3;3;3;4
291;4;4;3;4;3;3;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;3;4;3;4;3;4;3;3;3;4;4;3;4;3;3;3;4;4;3;2;3;4;3;4;4;4;4;4;2;3;3;3;1;4;3;3;2;2;3
292;3;3;3;3;3;3;3;3;3;4;2;3;3;3;4;4;4;4;3;3;4;3;4;3;2;4;3;3;4;4;4;4;3;2;2;3;3;3;3;3;3;3;2;3;2;3;3;2;3;1;3;3;2;2;2;3;3;1;2;3
293;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
294;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;2;3;2;3;3;3;3;2;3;3;3;3;2;3;2;2;2;2;3;2;2;3;2;2;2;2;3;3;2;3;2;2;2;2
295;3;4;3;4;4;3;4;3;3;4;3;2;4;3;3;2;4;4;3;3;4;4;4;4;3;4;3;3;4;4;4;4;3;3;3;3;4;3;2;3;3;3;2;3;3;3;2;3;2;2;3;2;3;3;3;3;3;3;3;3
296;4;4;4;2;4;2;2;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;2;3;3;3;4;3;4;3;4;2;4;4;4;4;4;4;2;2;2;3;3;3;4;3;2;2;4
297;2;3;3;3;4;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;1;2;3;3;2;2;2;2;2;2;3;3;3;4;3;2;3;3;4;2;3;3
298;3;3;3;3;4;4;3;3;4;4;3;3;4;3;2;4;3;4;3;3;3;4;4;4;3;3;2;3;3;3;4;3;3;3;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;2;4;3;4;3;3;3;4;3;3;3
299;2;4;4;4;4;3;2;4;3;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;2;4;4;3;3;4;4;4;4;4;4;2;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;2;4;4
300;4;4;1;4;4;1;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;1;4;4;4;1;4;4
301;4;3;1;4;3;3;2;3;3;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4
302;3;3;3;4;4;3;3;4;4;4;3;3;3;3;4;4;4;4;3;3;4;3;3;4;1;2;2;3;3;3;4;4;3;2;4;4;2;3;3;3;3;3;2;2;3;3;3;3;4;3;4;4;4;3;3;3;4;1;4;3
303;2;3;2;3;3;2;3;3;4;3;4;3;3;3;3;3;3;4;3;3;2;3;4;3;1;1;2;1;1;1;3;2;1;2;2;2;2;3;2;2;1;3;1;1;2;3;1;2;3;4;3;3;3;4;3;3;3;4;3;3
304;2;2;3;3;3;3;3;3;3;4;3;3;3;2;2;3;3;3;3;3;3;2;2;3;2;2;3;2;3;3;2;3;3;2;2;2;2;3;3;2;2;2;2;2;2;3;2;2;2;1;2;3;2;3;2;3;4;2;3;3
305;3;3;2;3;4;2;3;4;4;4;3;3;3;3;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;3;2;4;3;4;4;4;4;3;3;4;4;2;3;3;4;2;4;4;3;1;2;3
306;4;4;4;4;4;1;4;4;3;4;4;1;4;4;4;1;4;4;4;4;4;3;4;4;1;4;3;4;4;3;1;4;3;1;1;1;4;4;4;4;1;4;4;1;1;2;1;1;4;4;3;4;4;4;4;4;4;1;1;3
307;2;3;3;4;3;3;3;3;2;3;3;3;3;3;4;4;4;3;4;4;4;1;2;2;3;2;1;3;2;3;4;3;2;2;3;1;2;2;2;3;2;3;1;1;2;1;1;1;2;3;2;4;4;4;3;3;4;3;2;4
308;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3
309;3;2;3;3;3;4;2;3;2;3;2;2;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;4;4;4;4;3;4;3;3;4;2;3;2;3;3;3;2;2;3;2;2;3;4;1;3;2;3;2;3;3;3;2;2;3
310;4;4;2;3;4;3;3;3;3;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;4;3;3;4;3;4;3;3;4;3;1;3;4;3;3;4;4;2;4;4;3;3;4;4
311;3;4;4;4;4;3;4;3;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;2;3;4
312;2;3;2;4;4;2;3;2;4;2;4;4;3;3;3;4;3;4;4;4;3;3;4;4;3;4;2;4;4;4;4;4;2;3;3;2;3;4;1;3;1;4;2;2;3;3;1;2;2;2;4;3;3;4;4;4;3;2;3;4
313;3;4;1;4;4;3;2;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;2;4;4;3;4;4;3;4;4;2;4;4;4;4;4;4;4;1;2;4
314;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;2;3;2;3;3;2;3;3;3
315;4;3;3;4;4;3;4;3;3;3;3;3;3;3;3;2;4;3;3;3;4;3;3;3;2;2;2;3;3;2;3;3;4;3;3;3;4;3;2;3;3;3;3;2;3;3;2;3;2;1;2;3;3;2;2;3;4;2;2;4
316;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;2;2;2;2;4;2;3;3;3;3;2;2;4;3;3;3;3;3;2;3;3;3;2;3;2;3;3;3
317;4;3;3;3;3;3;3;3;2;2;2;3;4;3;2;4;2;4;3;3;3;2;3;3;2;2;2;2;3;2;4;4;2;2;2;3;2;2;3;3;2;3;3;2;2;3;1;2;4;2;4;2;3;3;4;3;2;2;4;3
318;4;3;2;4;3;3;3;3;3;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;3;3;3;4;4;4;3;4;4;4;2;4;4;3;3;4;3
319;4;4;3;4;4;4;3;4;4;4;3;3;4;3;2;4;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;4;3;4;3;4;4;2;4;3;3;3;3;3;4;2;3;3
320;3;3;2;3;4;2;3;3;3;3;3;3;3;4;3;4;4;4;3;3;4;4;4;4;2;2;2;3;4;3;4;3;3;3;3;3;3;3;4;4;3;3;2;2;3;3;3;3;2;1;3;2;4;3;4;4;4;2;3;4
321;4;4;2;4;4;1;3;3;3;4;3;2;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;3;4;3;2;2;4;4;4;4;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;1;2;4
322;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;1;4;3;3;2;1;4;3;1;4;4
323;3;3;2;3;3;3;2;2;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;4;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;4;3;3;2;1;2;2;4;1;3;3;4;3;2;3
324;4;3;3;3;4;4;3;3;3;4;3;2;4;3;3;4;3;4;3;3;4;3;4;4;3;3;3;4;4;3;4;4;4;3;3;3;3;4;2;4;2;4;1;2;4;3;2;3;4;2;3;1;3;2;3;3;2;2;2;3
325;3;3;3;3;3;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;2;3;4;3;3;3;3;4;3
326;3;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;4;3;2;3;2;3;4;3;4;4;4;3;2;2;4;3;1;2;3;2;2;2;3;3;1;2;4;2;3;2;3;2;3;3;2;3;2;3
327;4;3;3;4;4;3;2;4;4;4;3;3;4;4;3;4;4;4;4;4;4;2;4;4;4;3;3;3;4;4;4;4;4;3;3;4;3;4;3;3;3;2;3;4;3;4;3;3;3;2;4;2;3;3;3;3;3;3;4;3
328;4;3;4;4;4;3;4;4;2;4;4;3;4;2;1;3;3;3;2;4;4;2;4;3;1;2;1;3;3;3;3;3;4;3;4;3;3;4;2;2;2;3;1;1;2;3;2;1;3;1;3;2;3;2;3;2;1;2;2;3
329;3;3;3;3;4;2;3;3;3;2;3;3;3;3;3;2;3;2;2;3;3;3;3;3;2;3;3;2;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;2;2;3;3;3;2;3;3;2;3;4;2;3;3
330;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;3;2;3;3;3;2;3;2;3;3;3;3;2;3;2;2;3;3;2;3;2;2;3;3;2;3;2;3;3;2;2;3
331;4;3;4;4;4;4;4;3;4;4;4;3;4;3;1;3;4;3;3;3;3;3;3;3;2;2;2;2;3;2;4;3;4;3;2;4;3;3;3;3;2;3;2;2;2;3;2;2;3;3;2;2;3;3;3;4;4;1;3;3
